# plancktons export
# algorithm_version=2
# commit=22ed7bd
# build_time=2026-05-17T18:03:30.828Z
# export_time=2026-05-17T18:03:32.402Z
# n_trials=500
# startSeed=1
# chiralityBias=0
# strategy=compact
# compactBeta=3
# N=50
trial,N,seed,V,Vbbox,Vstar,efficiency,bboxEfficiency,surface,rg,kappaSq,prolateness,meanCoord,maxCoord,meanTetCoord,chirR,ms
0,50,1,68.99999999999996,728.9999999999993,8.333333333333334,0.12077294685990346,0.011431184270690455,68.22539674441613,3.243562855873151,0.7245708035406572,1.217660438077643,4,16,2,4,40.36562100000003
1,50,9974,58.166666666666664,342.99999999999983,8.333333333333334,0.14326647564469916,0.02429543245869778,68.81118318204304,2.585120886921924,0.46142074537248484,0.5495144411259157,4.081632653061225,16,1.96,4,20.911676999999997
2,50,19947,65.16666666666664,447.99999999999966,8.333333333333334,0.12787723785166247,0.018601190476190493,67.81118318204304,2.8427715349637217,0.6181281072807363,0.9466439597935962,4.081632653061225,13,2,4,27.228973999999994
3,50,29920,67.3333333333333,391.99999999999983,8.333333333333334,0.12376237623762383,0.021258503401360554,69.63961030678924,2.5330515194128993,0.5295838244639718,0.7573679391792686,4,14,1.96,4,23.167124
4,50,39893,72,342.99999999999983,8.333333333333334,0.11574074074074076,0.02429543245869778,69.22539674441614,2.5743251542880135,0.4329911122634482,0.5069269320713389,4.081632653061225,13,1.96,3,18.246437999999955
5,50,49866,47.49999999999999,180,8.333333333333334,0.17543859649122812,0.0462962962962963,68.81118318204305,1.9997499843730469,0.34365267986163767,0.35438296654926676,4.444444444444445,18,1.96,4,19.705322000000024
6,50,59839,60.833333333333314,511.9999999999997,8.333333333333334,0.13698630136986306,0.016276041666666678,69.63961030678924,2.873908488452616,0.7041038603478444,1.1767013620494142,4,15,1.96,3,18.280871000000047
7,50,69812,33.16666666666665,342.99999999999983,8.333333333333334,0.2512562814070353,0.02429543245869778,69.63961030678924,2.5908685802255578,0.743250619890161,1.2797875726169545,4.3478260869565215,16,1.96,3,22.98433399999999
8,50,79785,39.16666666666664,511.99999999999966,8.333333333333334,0.21276595744680865,0.016276041666666678,69.22539674441614,2.8101779303097523,0.7887655506170627,1.400045087189724,4.166666666666667,16,1.96,3,20.18873199999996
9,50,89758,45.16666666666664,342.9999999999998,8.333333333333334,0.1845018450184503,0.024295432458697783,68.81118318204304,2.3294849216082074,0.5828141141739297,0.8865508573035913,4.25531914893617,17,1.96,4,17.492042999999967
10,50,99731,57.16666666666666,342.9999999999999,8.333333333333334,0.14577259475218662,0.024295432458697773,69.22539674441614,2.3759419184820154,0.4891278965516871,0.6483343215943196,4.166666666666667,16,1.96,3,24.876094999999964
11,50,109704,38.49999999999998,575.9999999999995,8.333333333333334,0.2164502164502166,0.014467592592592605,69.22539674441614,2.887819246421077,0.7982331877696074,1.4259327829209332,4.25531914893617,16,1.96,4,20.161651000000006
