# plancktons export
# algorithm_version=2
# commit=22ed7bd
# build_time=2026-05-17T18:04:11.355Z
# export_time=2026-05-17T18:04:15.670Z
# n_trials=1400
# startSeed=1
# chiralityBias=0.5
# strategy=uniform
# compactBeta=3
# note=sweep_N=[10,20,40,70,100,150,200]
trial,N,seed,V,Vbbox,Vstar,efficiency,bboxEfficiency,surface,rg,kappaSq,prolateness,meanCoord,maxCoord,meanTetCoord,chirR,ms
0,10,1,3.166666666666666,8,1.6666666666666667,0.5263157894736843,0.20833333333333334,11.899494936611667,0.9968701018688443,0.01877299157470035,0.0009591810689360981,3.6363636363636362,8,2.2,7,4.755580000000009
1,10,9974,5.333333333333333,18,1.6666666666666667,0.31250000000000006,0.0925925925925926,14.313708498984763,1.1308182877898643,0.18289889721163954,0.14914326381126342,3.076923076923077,7,1.8,7,2.4680329999999913
2,10,19947,2.6666666666666674,12,1.6666666666666667,0.6249999999999999,0.1388888888888889,12.485281374238571,1.067122298520652,0.1417737350904484,0.09484124109515607,3.6363636363636362,7,2,5,2.229489000000001
3,10,29920,3.8333333333333335,8,1.6666666666666667,0.43478260869565216,0.20833333333333334,12.899494936611667,1.0380269746013346,0.07720135012193088,-0.03696811676695919,3.3333333333333335,8,2,6,0.8443120000000022
4,10,39893,3,8.000000000000002,1.6666666666666667,0.5555555555555556,0.2083333333333333,12.485281374238573,1.039831717154271,0.11943599852985398,0.03720581870349415,3.3333333333333335,9,2,5,0.7417500000000246
5,10,49866,2.666666666666667,8,1.6666666666666667,0.625,0.20833333333333334,13.485281374238571,1.001873245475694,0.02864259028642586,0.003282453280251285,3.6363636363636362,7,1.8,5,0.8856180000000222
6,10,59839,3.166666666666666,8,1.6666666666666667,0.5263157894736843,0.20833333333333334,12.485281374238571,1.002496882788171,0.0550976460978688,-0.010428476907066341,3.3333333333333335,9,2,5,0.7481520000000046
7,10,69812,2.8333333333333326,9.000000000000004,1.6666666666666667,0.5882352941176472,0.18518518518518512,12.071067811865476,1.0142731387550397,0.05118487470638355,-0.007764409228417221,3.3333333333333335,8,2,4,0.6713989999999512
8,10,79785,2.833333333333333,12.000000000000004,1.6666666666666667,0.5882352941176472,0.13888888888888887,12.899494936611667,1.103970108290981,0.3170808678500988,0.32309512972234894,3.3333333333333335,9,2,6,0.6222679999999627
9,10,89758,4,12,1.6666666666666667,0.4166666666666667,0.1388888888888889,13.485281374238571,1.0130399794677405,0.03035572020099675,0.007584885417241014,3.076923076923077,8,1.8,5,0.9119170000000167
10,10,99731,3.6666666666666656,11.999999999999998,1.6666666666666667,0.4545454545454547,0.13888888888888892,14.313708498984765,1.0410331406828506,0.0814286227415859,0.04576674643581544,3.076923076923077,7,1.8,6,0.525839000000019
11,10,109704,4.166666666666666,12,1.6666666666666667,0.4000000000000001,0.1388888888888889,14.313708498984765,1.0458250331675945,0.02722612244897959,0.00711254577259475,3.076923076923077,7,1.8,4,0.4767070000000331
12,10,119677,3.1666666666666656,12,1.6666666666666667,0.5263157894736844,0.1388888888888889,12.071067811865476,1.108489963869768,0.34975975096477346,0.409397847668806,3.3333333333333335,7,2,6,0.733364999999992
13,10,129650,3,12,1.6666666666666667,0.5555555555555556,0.1388888888888889,11.899494936611667,1.1084899638697685,0.19694832498351927,0.14647763702142566,3.6363636363636362,8,2.2,4,0.42306800000000067
14,10,139623,2.333333333333333,4.000000000000002,1.6666666666666667,0.7142857142857144,0.4166666666666665,11.65685424949238,1.0167349703831376,0.19947830842090333,0.1666190227645185,3.3333333333333335,9,2,6,0.4090009999999893
15,10,149596,2.333333333333333,6.000000000000003,1.6666666666666667,0.7142857142857144,0.2777777777777777,11.485281374238573,1.024084957413202,0.08626110032233744,0.04101974216723549,3.6363636363636362,8,2.2,7,0.4521119999999996
16,10,159569,2.999999999999999,6.000000000000002,1.6666666666666667,0.5555555555555557,0.27777777777777773,12.899494936611667,1.0167349703831376,0.0613060712442373,0.017963930765259373,3.3333333333333335,7,2,5,0.5322409999999991
17,10,169542,2.3333333333333326,11.999999999999996,1.6666666666666667,0.7142857142857145,0.13888888888888892,12.485281374238571,0.9829801625668749,0.07970993876447835,0.03389061640849802,4,8,2,4,0.39743900000001986
18,10,179515,3.666666666666665,12,1.6666666666666667,0.45454545454545475,0.1388888888888889,12.48528137423857,1.0185774393731681,0.06424735084917982,-0.012897809848772368,3.3333333333333335,7,2,3,0.4567599999999743
19,10,189488,2.6666666666666656,8,1.6666666666666667,0.6250000000000002,0.20833333333333334,11.071067811865477,1.0191908555319755,0.053030796700074274,0.01601614157718478,3.6363636363636362,7,2.2,5,0.3828529999999546
20,10,199461,2.9999999999999996,5.999999999999999,1.6666666666666667,0.5555555555555557,0.27777777777777785,13.899494936611667,1.0810874155219825,0.12013497669364281,-0.021878690721178193,3.076923076923077,8,1.8,7,0.5662230000000363
21,10,209434,3.6666666666666665,12,1.6666666666666667,0.4545454545454546,0.1388888888888889,12.899494936611667,1.0265232583823904,0.13079452725607166,0.02768076731064274,3.3333333333333335,7,2,7,0.3953559999999925
